match,home_team,away_team,market,player_name,player_team,opposition_team,line,over_price,under_price,agency
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,25.5,1.87,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,19.5,1.87,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,19.5,1.73,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,19.5,1.7,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,19.5,1.7,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,19.5,2,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,19.5,1.6400000000000001,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,19.5,1.92,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,19.5,1.88,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,19.5,1.62,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,19.5,2,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,19.5,1.98,1.87,Neds
Lucknow Super Giants v Punjab Kings,Lucknow Super Giants,Punjab Kings,Player Runs,Ayush Badoni,Lucknow Super Giants,Punjab Kings,13.5,1.87,1.87,Neds
Rajasthan Royals v Delhi Capitals,Rajasthan Royals,Delhi Capitals,Player Runs,Shai Hope,Delhi Capitals,Rajasthan Royals,18.5,1.87,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,29.5,2.45,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,29.5,2.55,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,29.5,2.65,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,29.5,2.15,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,29.5,2.7,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,29.5,2.02,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,29.5,2.65,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,29.5,2.1,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,29.5,2.2,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,29.5,2.02,NA,Neds
Lucknow Super Giants v Punjab Kings,Lucknow Super Giants,Punjab Kings,Player Runs,Prab Simran Singh,NA,NA,17.5,1.87,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,20.5,1.87,1.87,Neds
Lucknow Super Giants v Punjab Kings,Lucknow Super Giants,Punjab Kings,Player Runs,Shikhar Dhawan,Punjab Kings,Lucknow Super Giants,24.5,1.87,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,49.5,3.45,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,49.5,4.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,49.5,3.25,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,49.5,4.2,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,49.5,3.25,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,49.5,4.1,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,49.5,2.95,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,49.5,4.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,49.5,3,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,49.5,4.6,NA,Neds
Rajasthan Royals v Delhi Capitals,Rajasthan Royals,Delhi Capitals,Player Runs,Mitchell Marsh,Delhi Capitals,Rajasthan Royals,22.5,1.87,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,22.5,1.87,1.87,Neds
Lucknow Super Giants v Punjab Kings,Lucknow Super Giants,Punjab Kings,Player Runs,Liam Livingstone,Punjab Kings,Lucknow Super Giants,17.5,1.87,1.87,Neds
Rajasthan Royals v Delhi Capitals,Rajasthan Royals,Delhi Capitals,Player Runs,Ricky Bhui,Delhi Capitals,Rajasthan Royals,11.5,1.87,1.87,Neds
Lucknow Super Giants v Punjab Kings,Lucknow Super Giants,Punjab Kings,Player Runs,KL Rahul,Lucknow Super Giants,Punjab Kings,27.5,1.87,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,17.5,1.87,1.87,Neds
Rajasthan Royals v Delhi Capitals,Rajasthan Royals,Delhi Capitals,Player Runs,Yashasvi Jaiswal,Rajasthan Royals,Delhi Capitals,24.5,1.87,1.87,Neds
Rajasthan Royals v Delhi Capitals,Rajasthan Royals,Delhi Capitals,Player Runs,Shimron Hetmyer,Rajasthan Royals,Delhi Capitals,16.5,1.87,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,17.5,1.87,1.87,Neds
Rajasthan Royals v Delhi Capitals,Rajasthan Royals,Delhi Capitals,Player Runs,Riyan Parag,Rajasthan Royals,Delhi Capitals,17.5,1.87,1.87,Neds
Rajasthan Royals v Delhi Capitals,Rajasthan Royals,Delhi Capitals,Player Runs,David Warner,Delhi Capitals,Rajasthan Royals,24.5,1.87,1.87,Neds
Lucknow Super Giants v Punjab Kings,Lucknow Super Giants,Punjab Kings,Player Runs,Devdutt Padikkal,Lucknow Super Giants,Punjab Kings,18.5,1.87,1.87,Neds
Rajasthan Royals v Delhi Capitals,Rajasthan Royals,Delhi Capitals,Player Runs,Jos Buttler,Rajasthan Royals,Delhi Capitals,26.5,1.87,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,24.5,1.87,1.87,Neds
Lucknow Super Giants v Punjab Kings,Lucknow Super Giants,Punjab Kings,Player Runs,Sam Curran,Punjab Kings,Lucknow Super Giants,14.5,1.87,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,24.5,1.9,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,24.5,2.2,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,24.5,2.3,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,24.5,1.8199999999999998,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,24.5,1.9100000000000001,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,24.5,1.8199999999999998,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,24.5,1.96,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,24.5,2.3,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,24.5,2.35,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,24.5,2.15,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,23.5,1.87,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,19.5,1.87,1.87,Neds
Lucknow Super Giants v Punjab Kings,Lucknow Super Giants,Punjab Kings,Player Runs,Quinton de Kock,Lucknow Super Giants,Punjab Kings,21.5,1.87,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,21.5,1.87,1.87,Neds
Lucknow Super Giants v Punjab Kings,Lucknow Super Giants,Punjab Kings,Player Runs,Nicholas Pooran,Lucknow Super Giants,Punjab Kings,17.5,1.87,1.87,Neds
Rajasthan Royals v Delhi Capitals,Rajasthan Royals,Delhi Capitals,Player Runs,Rishabh Pant,Delhi Capitals,Rajasthan Royals,21.5,1.87,1.87,Neds
Rajasthan Royals v Delhi Capitals,Rajasthan Royals,Delhi Capitals,Player Runs,Sanju Samson,Rajasthan Royals,Delhi Capitals,22.5,1.87,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,14.5,1.45,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,14.5,1.45,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,14.5,1.5,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,14.5,1.65,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,14.5,1.62,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,14.5,1.53,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,14.5,1.7,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,14.5,1.7,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,14.5,1.7,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,14.5,1.5,NA,Neds
Lucknow Super Giants v Punjab Kings,Lucknow Super Giants,Punjab Kings,Player Runs,Jonny Bairstow,Punjab Kings,Lucknow Super Giants,22.5,1.87,1.87,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Mayank Agarwal,Sunrisers Hyderabad,Mumbai Indians,9.5,1.44,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Ishan Kishan,Mumbai Indians,Sunrisers Hyderabad,9.5,1.3,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Rahul Tripathi,Sunrisers Hyderabad,Mumbai Indians,9.5,1.4,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,9.5,1.44,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,9.5,1.28,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Naman Dhir,Mumbai Indians,Sunrisers Hyderabad,9.5,1.44,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,9.5,1.32,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Tilak Varma,Mumbai Indians,Sunrisers Hyderabad,9.5,1.33,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Hardik Pandya,Mumbai Indians,Sunrisers Hyderabad,9.5,1.42,NA,Neds
Sunrisers Hyderabad v Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Player Runs,Rohit Sharma,Mumbai Indians,Sunrisers Hyderabad,9.5,1.28,NA,Neds
